reviewid,username,userimage,content,score,thumbsupcount,reviewcreatedversion,at,replycontent,repliedat
gp:AOqpTOFlSTk5kq6GprcbYCDa8Axw8GaYbLHX8f2kuCBdmekn-Gg-FAslxN4dA7nVqhYeCKjxrG37hAwoaL9VlfA,Stephanie Tang,https://play-lh.googleusercontent.com/a-/AOh14GiFFAKDqxrwfxBHzPuxHjV2cq_pLdgKAuqnE4I7gLg,"Love the rewards system, that works fabulously. Do find the app quite laggy to use and have had issues contacting CS about points problems, found them unresponsive and contact information was either lacking or wrong.",4,0,1.86.0,2021-11-14,nan,NaT
gp:AOqpTOEUEKjJiFyjvef9Kr4hLRvfzbOxdCK3tsZBjttgFkyL4630CIswXbBsvblTxrCxUy40GHEMmTjBMegRGgA,mary ann mcghee,https://play-lh.googleusercontent.com/a/AATXAJyiDGi4E8tpaTPGr0P3JxyKBqM9iFGap2THe66j=mo,This app is too slow. Ive had a lot of trouble loading this app and making it work. I can't even see all of the features. I've tried multiple times. Please fix this because I see potential in this app. Thanks,1,1,1.86.0,2021-11-10,nan,NaT
gp:AOqpTOHAA9hmOqth-oIYHfGFtET9BaAyfH280mxEVpGw5_jDJDLrHXDzLKx8pjBIzx8bL_3tLDkNkdJGrtdQjAU,Justin Cheney,https://play-lh.googleusercontent.com/a-/AOh14GhigaIwL04qt2uO8aKn8PEVla0hK5QpTuyckKJQUg,"I'm sorry, but, the whole new thing where you limit the amount of amazon activations is the dumbest feature I have ever seen in an app like this. I'm completely un-linking the card I use for amazon. I'm not going to sell my data if I don't get anything in return.",2,2,1.86.0,2021-11-04,nan,NaT
gp:AOqpTOE4ka14-jVCkaMVLgEugqfi6igPuw189MxGD2eisAVIMZLeBSb23R-mnh2AW7hu8v3rkGsQloPl751bhzs,Henry Fok,https://play-lh.googleusercontent.com/a-/AOh14GhaSh9vxBVPPHFlUdqbGKAGnKxJ2FtjOjl0FiEChg,"The app is so laggy and unresponsive. Selecting anything in the user interface takes at least 10 seconds for anything to happen, if at all.",1,1,1.86.0,2021-11-13,nan,NaT
gp:AOqpTOHBD75q0g0r8jgZA7wnr0C_uaxB7Eha5Viq9bGOFIPhWrCu5d9_Jvmqm9iIy3vFjz7tVFS6YRaktvEneo4,Abraham's Lincoln Sedan,https://play-lh.googleusercontent.com/a-/AOh14Ggl3G4PncEq_cnsP2fBYZ5VWHMPvePOkZUCLxXzjQ,"the app is sooooooooooo slow, takes 2 minutes to load when i open it. I'm on a Moto stylus 2020, barely run anything on it, so it shouldn't be this laggy. doesn't record clickthroughs pretty often. v sad",2,4,1.85.0,2021-10-27,nan,NaT
gp:AOqpTOGAbCXSOnKItEc1PtspfNPjsOoABecqo4FXsgk0WjsfzySCbBx_UnxJc3NLOqhB0YLPnbLIjmoPJ-RFqkw,Charles Ficher,https://play-lh.googleusercontent.com/a/AATXAJwuxUEAs7T-kiMswGEGc3ktUxOfyNVtds1UiQho=mo,Shalom Greetings! I downloaded the drop app and everytime I open the app it freezes to the point that I can't complete an offer or shop on the app. I hope this gets fixed asap thank you!,1,0,1.86.0,2021-11-13,Hey there! We know it’s frustrating when things don’t work as they should. We’ll be happy to take a closer look at this one if you would like to reach out to us at support@joindrop.com. Be sure to reference this review to help us keep track. Looking forward to hearing from you! :),2021-11-15 14:03:04
gp:AOqpTOGr8xhOxyLtO-4HVlhwju4SOagotU2wO9bMZm_NP0jSJnCA8cQokFL_-KPEWgZCot6vyGeO8LM0zEFgAY8,That Crime,https://play-lh.googleusercontent.com/a-/AOh14Gg5cmhMy83GOM6RL8ANSXHs5NPlCXSNzd-y7gjkIA,"This app is very questionable. They don't award points properly, meaning if the offer is boosted you will not get your points. The customer service is blah. Weeks without getting my points and still no help from customer service.",1,6,1.85.0,2021-11-03,nan,NaT
gp:AOqpTOHGF5jif9tqfit2CucAhX7I0Ir1jz0gEM6c80Am0sIgy4GLT5CAalAzMdCTCx3A9yljTgYNzY9sNdy4b4g,val richards,https://play-lh.googleusercontent.com/a/AATXAJxdQ9WFTz0oig5-c4I97eDyfRXsusbGLtXuHGFU=mo,I love the drop app. Free gift cards in canada. I have been a member for around 2 years and have earned around $180 in gift cards for amazon tim hortons sephora and best buy. I love this app. And it is safe to link your bank card too.,5,0,1.86.0,2021-11-09,nan,NaT
gp:AOqpTOGf4VvjJAFmeYD3fwUuHFRTFClXlcUHddAvKcznsmoELNq2XggG8rD3FxySM_dlxKabJbwvU-DdKguvNQQ,Rey Collazo,https://play-lh.googleusercontent.com/a-/AOh14GifVsH5EYeyWYPmwdHo1d2DSe74lJbg92xEFg-p8Q,I really enjoy the basketball game... plus I feel the loading time does take a while... love the benefits of being a drop premium member.. lastly there should be a baseball and football game to play.,4,1,1.86.0,2021-11-07,nan,NaT
gp:AOqpTOEkGJXpRoyqL7UJLX6RqzETqHyXha1GbWMn9o2tpCV77NLDoatWimLSwp6aluK6a4VXSUToREXr1W377_Y,Laura Grilli,https://play-lh.googleusercontent.com/a/AATXAJxPYNl0Ie75DaNZV6_9xjn8W4dfjyNAAoZr6ee4=mo,This app was pretty sweet when it first came out. But they made the good rewards harder to get. Also it won't let me unlink my accounts. I want to delete the app but I want to make sure this company isn't still spying on my accounts,1,5,1.85.0,2021-10-22,nan,NaT
gp:AOqpTOHi2eUocOA4ae920Ij_U_waG5FYlfz0_yzW6NjpUMqWR623LvhiH5gqwGl-_fKUT9-c8esKjIMilHFUbEM,Cece Marie,https://play-lh.googleusercontent.com/a-/AOh14GgRaE33gt5j8s0OmhtbC1Qd-l4W146yyYXSLj8SYQ,This app is horrible. Every time I get into the app it just freezes up. I've turned off and on my phone multiple times but it's just the same result.,1,4,1.85.0,2021-10-26,nan,NaT
gp:AOqpTOGEu2NiP9zc9FYIgu88iJbmYr_Rj_ybfZK81_TZKPCdzAg1WKXnhCcoTCTxoDp0T_jMOBUOkIJihQBU1BE,Ellen Johnson,https://play-lh.googleusercontent.com/a-/AOh14Gjam-lKvkQzQTaQJ8lrolViHGWmD6M6gLdeLlmLAA,"The app is slow and crashes often. I've had problems with points from offers being issued and now you need a minimum of 25,000 points ($25) to redeem. Not worth it.",1,0,1.82.0,2021-09-22,nan,NaT
gp:AOqpTOGdO66cWUOttN5nqKSPnsbvekNk2U8TClAJscdmLlsgpZKwIzuj2BeCddOz5sS_dgelSPgupr19gXvKl80,Kourtney Garraway,https://play-lh.googleusercontent.com/a/AATXAJxMb23yJ8sTYQXhpoi15yC9nXFnIiQ9Kip4KD_A=mo,I really loved the app at first but lately it hasn't been letting me redeem my rewards and that's very annoying. It's also been a pain to receive my points 🙄,1,3,1.85.0,2021-10-24,"Oh no, that sounds like something we should definitely look into for you! Could you please send us an email to support@joindrop.com? Please reference this review, that will help us make sure we have all the information to get started on investigating this. Hopefully, we can straighten everything out!",2021-10-26 16:26:57
gp:AOqpTOGMsjIBoImhqFamdP9foafpDunJWeqPcfMQbxHPzrYVf_RVCXYeB2-TdrraFHPrKldKiepQkIpGld3_tlo,Ilona Davenport,https://play-lh.googleusercontent.com/a/AATXAJxZsRL6D5h_OrLPN-sL8BtKmqcmzDYEqpA2ffkG=mo,The app seems cool but it freezes on the homepage page and I can never browse or get to enjoy the benefits. This should really be fixed and addressed.,1,1,1.85.0,2021-10-28,nan,NaT
gp:AOqpTOFpB58f5aKkOLy23j9A0I3a86nPfj5NSyGxJNEEtCeKheqzn27x2ZPZihwEun3JXbfirncfLT2SAL0VNvA,Corrie Musgrave,https://play-lh.googleusercontent.com/a/AATXAJz3_R32PFAdGVPAoz64BC-h3FccD9jik61o-4k7=mo,"The app DOES NOT WORK, it's extremely frustrating. Freezes and takes FOREVER to load so you can't even use it.",1,1,1.85.0,2021-10-24,nan,NaT
gp:AOqpTOHZNOtIc4wUv3GnBmTPQw47tqLotRvMwTy9k6Xk5xDLOAIWAZBsLAlQiJUuCRHGKCS2cfyTdr4Nphu9SmA,Heather,https://play-lh.googleusercontent.com/a-/AOh14GhN-0n-EU24Gnr867fA06hIC-gZqyGEaIizoq5nmBQ,"I've tried to install it 3 times. The app opens but it never loads past the ""checking for updates"" screen. Bummer",1,0,1.86.0,2021-11-16,nan,NaT
gp:AOqpTOEl5DaqkqtkRLTxjUido1WUUjg3qTJrT4qF9AkSfR5Q3CGSSNJM9I4fixj9eR2g03Onf8yimrBnqs7Ig2k,Belinda Amwake,https://play-lh.googleusercontent.com/a/AATXAJwFwoRUYgN8d3Q2ZLlcaQFpMzFZ_VbtRTdJw44q=mo,It is absolutely IMPOSSIBLE to link my bank card because every time I try to see the code in messages it makes me log out and start over,1,0,1.86.0,2021-11-04,nan,NaT
gp:AOqpTOFpQ9FmhGO0CzZo6u1DqxJwXAHNAq8IKkQETCyF_mRoyC-MrNa2zVvLiofupJ_3xuv-RwN3nvgxtUgfcno,Demetrius Wells,https://play-lh.googleusercontent.com/a-/AOh14GinCcvF3--6pw_kjLFhRg9eny9qvqo7OHQAVIDNIA,"App is great, it's legit, u may not be Able to cash out with a Visa or to pay pal but they've got every other gift card you can want besides those 2, and it really pays you out, I love this app It's awesome",5,2,1.85.0,2021-10-30,nan,NaT
gp:AOqpTOGf7RJQMjS1NUTHAxmH8ubWhAIU-O18CaVinjBkuksRza1PRCz5xkJ5zdH01cwuNXBoCEk3wngLu_Sj27I,BlahBlahBlahSheep,https://play-lh.googleusercontent.com/a/AATXAJwJ6QKa_IapSPH0GsAAuNTfRdTJ0Xzd6ZaK2ilQ=mo,"Would shop through the app button, followed all their instructions, and yet would often not receive any points, which was frustrating especially when it was high value points/items. When I attempted to use the Help chat, the CS bot was basically useless. Good luck getting an actual human to assist you. At one point I had over 51,000 points in my bucket which somehow disappeared overnight and I got no response from customer service when I tried to find out what happened to them.",1,8,1.84.0,2021-10-20,nan,NaT
gp:AOqpTOH8uC5JkJ_zwgYJiPrTVPLE5rKShGbTVwhcNYZBiTqEM0gK0NGxaMhJyn27jw-I8Tc4Rln83pdCTPQVXOA,Cameron Davis,https://play-lh.googleusercontent.com/a-/AOh14Gi57BTc3AuHzORgum0br8C9y64CC8w4bWyUodaQFA,Love the app its worth every min! So many earning opportunities i would recommend to anyone looking to earn in there spare time!,5,2,1.85.0,2021-10-31,nan,NaT
gp:AOqpTOGeHO7MqGhyX9i6VKD49bRwBrUPjJURVeHqA2RuW014qxnqDYExRSEMLz29KUwwdrXFr3-VdmdDAgWCQW8,Victor Kong,https://play-lh.googleusercontent.com/a/AATXAJyAHZ38t9SxjHN_4CEhiTEDNEyqE0Gtu1oDtYz_tQ=mo,"The app itself feels clunky but operational. Connecting cards can take hours, if not days. Points can often take a really long time to post, longer than most normal people would remember to check to open a support ticket. You also need at least $25 to redeem, which takes a pretty long time. On top of that, they just removed the Amazon redemption option.",1,107,1.82.0,2021-08-24,nan,NaT
gp:AOqpTOHi-YJxdpjZJPoAaIc0YF_803DoWFQJutTGeUGYu8Qy7cimOuWWgqbp8wMQIOpgggtai12K56l_fO8SpqI,Nat Tilghman,https://play-lh.googleusercontent.com/a-/AOh14GjRf_ypsB8BNpLR5tvn2s5cW53KMrTJSrWEDYwwbw,"Says premium members get double points for all surveys for the next 4days. Says on my profile I'm a premium number, but it's not actually giving me the double points. Shows me 1000, but gives me the 500 that's scratched out.",3,2,1.86.0,2021-11-10,"Oh no, that sounds like something we should definitely look into for you! Could you please send us an email to support@joindrop.com? Please reference this review, that will help us make sure we have all the information to get started on investigating this. Hopefully, we can straighten everything out!",2021-11-11 16:38:15
gp:AOqpTOGm3F6E4IEgnEejffl2TiHGN0T8tlqxdPXR7iZU-YZzLDNLxjWsWe7iRkS3xAD78bPs8rbN9xrbiVydW9o,Deborah Nemitz,https://play-lh.googleusercontent.com/a/AATXAJy2RSHtFd8sFof9QwfBs8I3uu0zr3mMYC0o2Wuf=mo,"I've been using this ap for several years and now after updating, just cannot get it to open. Very disappointed",2,0,1.86.0,2021-11-16,nan,NaT
gp:AOqpTOHCzJatPp4GY7MRdUV1kNclb8DiQox_NNIweZhXt0_HslgHkGnmcvnI8Cc5_eNwS0w503TFQImY7Tx7fOc,Chris ABC,https://play-lh.googleusercontent.com/a-/AOh14GhtwBRMvIgg324OLmZ2b8dPKpU7DD84B5M_MK5QUw,"Has gotten so much worse. Often doesn't give rewards for you shopping or completing surveys. Any bonuses that you are entitled to from your drop spin or from boosted deals don't actually get applied. Lies about the time required to complete surveys (I'm not about to spend 25 minutes for $1). Customer service is nonexistent but I'm guessing they will be all over this review, so maybe they can help resolve my issues and give me some of the $15+ I worked and shopped for on this app.",1,32,1.84.0,2021-10-13,nan,NaT
gp:AOqpTOELpXSD09wU4CtOMA_mpTqu53vEvgEbHVxdDnJxc3J_FlggPmTjfF-dodcWbXQJjcbEBMv7m5LDjcUbJCo,Angela D,https://play-lh.googleusercontent.com/a-/AOh14Gi7ar6l_IyaVZDge5ITm0GFDjAT5g0unpqiJPlTmg,"Love that it is a free app. The offers are getting better and better all the time. So i am able to redeem on a regular basis. I always have to send a query into pts that i should have earned through an offer i emailed to myself. Of course there is always a reason why they didnt go through and they will be added. Games that i am interested in always have a message ""this offer is no longer available""",4,38,1.84.0,2021-10-03,"Hey Ange, thanks so much for your review! If there is any way we could make it a 5-star experience we would love to hear about it at support@joindrop.com. Be sure to reference your Play Store review so we can keep track of your case! :)",2020-04-29 14:44:32
gp:AOqpTOEKfJH3S7sp_hxfL0xEkG4-LaTVCnoGUPPiTi8mW9cKFtY48SAkG_eTne_3a62wbHxTuzGdoblYfXF4nNU,Cocoa Bean,https://play-lh.googleusercontent.com/a/AATXAJw2fUEiED5-hfNyI7CU6bm4kZnUxQMrrrI-2s22=mo,CAN'T get past 600 points swipe to continue screen. I see there's 4 panels and 4 dots but the dots don't match up with the panels so thus when I get to the last panel it's all in one shot not allowing me to scroll any further. The 2nd to last and the last panel's titles bug out and overlap. Please fix!,1,1,1.82.0,2021-09-20,nan,NaT
gp:AOqpTOFhvqSqURw204XXf6MsqBrcpq6qD9RTOka-brTbpR1oqQgp3krYuYrGaucwSgajVdd662oEsOIYOSSGuS4,Lacey Cyr,https://play-lh.googleusercontent.com/a/AATXAJyU6vVpB9GudpD643dQVXIWAaaePzMQvv4TOO5T=mo,"The update has done nothing to address this app's problems. I used to like this app, but have been having issues with it for at least a year now. The app is still extremely slow to load. If by some miracle it loads, then it won't let me click on icons in the app. The app keeps losing it's link to my credit cards and then won't let me relink the cards. It just gives me an error message. I'm sick of waiting to see if it gets better. Clearly the developers don't care.",1,26,1.82.0,2021-09-19,"UPDATE: Hey there, thanks for your patience! Our engineers just rolled out a fix which addresses app performance, slowness, and lag. Please update your Drop app to the latest version and reach out to support@joindrop.com if these issues persist. We’d love if you’d update your review to better reflect the current app version! :)",2020-07-14 15:18:36
gp:AOqpTOEu7Iv-ct1ETrOTIHTE5scfGWi-_hp6CEwMTbySRW7DF198brcShUZjg2XDi4J5_iiRzU9aTPjjr1MlmlI,Rjae Castro,https://play-lh.googleusercontent.com/a-/AOh14GiD9ljgmaG2i9sy99aTPuoizaS47MKEVCEzoNTtNw,"Edited previous rating and upped to 2 star. Can be useful and worth it at times, but still lots of bugs, gamepoint bingo promised 60k points, but it takes weeks to complete, and when I did I wasn't eligible because the game had multiple patches and updates by then. CS gave me 5k points ($5) for it when I spent more than that for VIP and coins to speedup progression.",2,30,1.84.0,2021-10-14,"Hi there, we would like to make this right. Could you please send us an email to support@joindrop.com? Please reference this review, that will help us make sure we have all the information to get started on investigating this. Hopefully, we can straighten everything out!",2021-04-13 15:09:21
gp:AOqpTOFxObzX_yWVpk4f-zPr2Fc3cvNdslriza9wSfqwlv-7nxxegNvD0xqgBFguMLlnNWMZzIkZDt4ZlFo9xjQ,Jennifer He,https://play-lh.googleusercontent.com/a-/AOh14Gjz_mHqpwOscJF_dnq3_JsYNFUGODAq6H0NuW5uhw,"After writing a review, they sent me my giftcard after 6 days. Took twice as long as expected. Just wish their customer support responded back!",4,0,1.86.0,2021-11-09,"Hi there, so sorry for the delay! We're currently working through an issue regarding these redemptions, but your reward should be available to you within 48 hours. We sincerely appreciate your patience.",2021-11-09 10:07:55
gp:AOqpTOGsCL6WzjlW8NO-NkzCBI3eFq_sqnWu5EX5yIvY1xdXT4UftHBmovZFtzbfSBrxfuRXYKhohLYreaF9INo,Kunal Ashar,https://play-lh.googleusercontent.com/a-/AOh14Gij9coF16S8FjzlndTixQuniW9XcmwWR33xfO4r7xM,"What used to be an outstanding app has slowly and steadily worsened in many different ways. 1. It's become agonizingly slow, choppy and constantly freezes, 2. I have to go back to the support team frequently to get credited for missing points, making it frustrating, 3. Useful gift cards like Amazon are no longer available, making the app pretty much useless, 4. I have 126000 pending points with no sign of them being redeemable",2,95,1.82.0,2021-08-24,nan,NaT
gp:AOqpTOELBdkR2OOL87zMFyv2URYiQbiczdXWV7fIaV37yePgPzR4DbkdMHE6hogH3leAuXPMBmiYDVnMELs_Ibk,Steph W.,https://play-lh.googleusercontent.com/a-/AOh14GhrpFpkiHN60ZA3jJyu6YIUDZCvkxrsTA9G26DJSg,"Downloaded and it freezes up everytime I open it. Unable to do anything with it, waste of time.",1,0,1.85.0,2021-10-29,nan,NaT
gp:AOqpTOGX19xCRIGbCHxPCxa5CBuAQmYLmOLVVxatTyC0ccezXQu3FLYsIpCNpouCAj79VH3_H9y2QRTL25opqEs,Allen Awesomeness,https://play-lh.googleusercontent.com/a-/AOh14Gg2izm0QXtW-0DL4XX11MCETfPFePmLeDvT7ByB,"THEY ABSOLUTELY RUINED THIS APP WITH THE NEW ""PREMIUM OFFERS"" SECTION!!!!! They shamelessly downgraded the card-linked offers, now all the offers are temporary. And WORST OF ALL, the Amazon one is demoted to a ""limited-time"" offer on a first-come-first-serve basis. By the time I get the notification, the Amazon offer has already been reaped empty! This is beyond ridiculously stupid. I hope this is the outcome you wanted to achieve, because youve just lost a customer. Id rate 0 stars if I could.",1,18,1.84.0,2021-10-18,nan,NaT
gp:AOqpTOHMDKhCyC6co8vdEzJ9drMN_VphViC95QcOhVnrMdijMO_RmLqIPwMTuklWB_QlSn_A2KxQZvAtUuDsWsM,Dylan Chan,https://play-lh.googleusercontent.com/a-/AOh14Gj8-7RlQUSYH6YwCMU3N5z6bpxqMg-bQHSzKvN6Ig,"been using this for years and every so often it unlinks my card/bank accounts. always so much frustration when trying to contact support about it and their answer is always along the lines of ""issues usually resolve in a few days. just keep trying to relink"" when it's been more than 2 weeks already. it's especially frustrating now that they've added perks for simply having a linked card. the app is also still so clunky after years of being released.",1,11,1.83.0,2021-10-01,nan,NaT
